step,error,energy,q0,q1,q2,q3,q4,q5
2715,1.58172,0.0304205,-0.21479,-0.0882455,-0.144104,0.231289,-0.30641,-0.592224
2716,1.57706,0.0209716,-0.211547,-0.0937471,-0.149648,0.228056,-0.304052,-0.58628
2717,1.57333,0.0171594,-0.21248,-0.104024,-0.138247,0.222879,-0.308982,-0.585492
2718,1.5721,0.0176492,-0.205922,-0.104461,-0.135183,0.215388,-0.313269,-0.58799
2719,1.56221,0.0177313,-0.214807,-0.107486,-0.124999,0.214634,-0.312018,-0.584357
2720,1.5583,0.00848135,-0.220327,-0.108857,-0.127029,0.211625,-0.311077,-0.578823
2721,1.55774,0.0273353,-0.221136,-0.108296,-0.132205,0.216537,-0.299821,-0.579221
2722,1.55722,0.02654,-0.220116,-0.113199,-0.120514,0.22621,-0.30535,-0.571666
2723,1.55706,0.00741223,-0.232204,-0.110113,-0.120548,0.224657,-0.302213,-0.571775
2724,1.56151,0.0234957,-0.231988,-0.111847,-0.120245,0.220981,-0.301175,-0.564112
2725,1.55035,0.0102404,-0.224633,-0.107712,-0.118004,0.216244,-0.300962,-0.565915
2726,1.53347,0.0196503,-0.22699,-0.10396,-0.120814,0.220072,-0.299024,-0.56921
2727,1.54007,0.0263367,-0.223072,-0.117252,-0.122499,0.224172,-0.301207,-0.567553
2728,1.55575,0.0224834,-0.220893,-0.122117,-0.11672,0.225106,-0.303486,-0.568233
2729,1.55655,0.0223902,-0.217244,-0.120322,-0.114403,0.222147,-0.29696,-0.562672
2730,1.53375,0.0148518,-0.209065,-0.118367,-0.107037,0.227911,-0.29895,-0.564835
2731,1.52616,0.0204082,-0.213749,-0.128088,-0.110291,0.224805,-0.306009,-0.572939
2732,1.55588,0.00957517,-0.215172,-0.128703,-0.106566,0.215648,-0.313946,-0.569928
2733,1.54996,0.0244829,-0.222392,-0.128357,-0.110952,0.212034,-0.313807,-0.567454
2734,1.555,0.0198582,-0.2207,-0.126267,-0.107903,0.217526,-0.308591,-0.582225
2735,1.56321,0.0230867,-0.220971,-0.130394,-0.106092,0.214357,-0.305585,-0.589997
2736,1.5674,0.0163163,-0.221221,-0.124545,-0.114108,0.20936,-0.311969,-0.588372
2737,1.56958,0.0114946,-0.223889,-0.125757,-0.110917,0.205969,-0.30973,-0.581427
2738,1.55769,0.0292048,-0.222374,-0.121554,-0.109077,0.209162,-0.313648,-0.584298
2739,1.56011,0.0226746,-0.216859,-0.12954,-0.102551,0.209661,-0.326866,-0.582991
2740,1.56847,0.0261287,-0.224689,-0.124007,-0.105897,0.211287,-0.327374,-0.584116
2741,1.57737,0.0197014,-0.221337,-0.118385,-0.103759,0.201046,-0.318856,-0.585569
2742,1.54895,0.0188247,-0.222144,-0.119805,-0.0963416,0.196049,-0.319084,-0.580915
2743,1.53434,0.00345018,-0.218605,-0.118315,-0.0981531,0.187789,-0.312443,-0.578205
2744,1.51351,0.0166575,-0.209792,-0.12928,-0.09733,0.192333,-0.306469,-0.580117
2745,1.51532,0.0142165,-0.210338,-0.135081,-0.0977281,0.191856,-0.310143,-0.584502
2746,1.52965,0.0199799,-0.212248,-0.138168,-0.100329,0.194812,-0.313096,-0.585537
2747,1.54419,0.0244799,-0.215694,-0.134085,-0.100871,0.187826,-0.306774,-0.588293
2748,1.53354,0.0137684,-0.218329,-0.126618,-0.10757,0.190896,-0.313728,-0.578689
2749,1.53583,0.0204146,-0.213955,-0.13169,-0.111346,0.191105,-0.307049,-0.568866
2750,1.52401,0.0111873,-0.212349,-0.128486,-0.116002,0.190911,-0.299271,-0.559011
2751,1.50603,0.0185897,-0.213156,-0.125169,-0.116565,0.189234,-0.301132,-0.559081
2752,1.50434,0.0304036,-0.220011,-0.12547,-0.115932,0.19333,-0.303658,-0.557551
2753,1.51595,0.0123245,-0.220804,-0.131534,-0.117155,0.198575,-0.294448,-0.551097
2754,1.51361,0.019998,-0.221753,-0.132212,-0.116788,0.208037,-0.302739,-0.548044
2755,1.52957,0.00851145,-0.225533,-0.141401,-0.111109,0.209622,-0.298621,-0.548892
2756,1.53518,0.0165235,-0.230925,-0.136125,-0.110158,0.199435,-0.296879,-0.548894
2757,1.52242,0.0256126,-0.241114,-0.140977,-0.109725,0.202824,-0.297963,-0.557566
2758,1.55017,0.0190085,-0.245856,-0.138524,-0.108503,0.203374,-0.286403,-0.555976
2759,1.53864,0.0251347,-0.251087,-0.138477,-0.105281,0.205812,-0.292861,-0.547577
2760,1.54109,0.0311505,-0.248113,-0.143724,-0.108748,0.204862,-0.292501,-0.549886
2761,1.54783,0.0244624,-0.242032,-0.136003,-0.10616,0.202464,-0.29806,-0.552494
2762,1.53721,0.0124264,-0.246846,-0.133957,-0.108463,0.204448,-0.301483,-0.554238
2763,1.54944,0.0101905,-0.251122,-0.13823,-0.107845,0.209206,-0.294351,-0.551093
2764,1.55185,0.0316528,-0.249071,-0.134338,-0.106563,0.215865,-0.30129,-0.55412
2765,1.56125,0.0186228,-0.249038,-0.135199,-0.102723,0.213341,-0.301031,-0.55579
2766,1.55712,0.0182803,-0.244542,-0.137338,-0.102646,0.210366,-0.298615,-0.555848
2767,1.54935,0.0179379,-0.24709,-0.137973,-0.105638,0.208563,-0.294796,-0.552353
2768,1.54641,0.0197114,-0.242824,-0.13747,-0.107333,0.218091,-0.297241,-0.551592
2769,1.55455,0.0267389,-0.250337,-0.140367,-0.106265,0.224255,-0.295274,-0.545766
2770,1.56226,0.0108662,-0.255067,-0.133388,-0.0993481,0.224068,-0.289721,-0.544335
2771,1.54593,0.012713,-0.256166,-0.136176,-0.0966621,0.224522,-0.291432,-0.543145
2772,1.5481,0.0139783,-0.251834,-0.140179,-0.0987122,0.217871,-0.284047,-0.548877
2773,1.54152,0.0110623,-0.251536,-0.137538,-0.0954354,0.210864,-0.282907,-0.54614
2774,1.52442,0.00830579,-0.246149,-0.13274,-0.0948096,0.213734,-0.279079,-0.550047
2775,1.51656,0.0228942,-0.252217,-0.138253,-0.0933573,0.212966,-0.283176,-0.559755
2776,1.53973,0.0210327,-0.248046,-0.127115,-0.093813,0.208653,-0.281279,-0.564825
2777,1.52373,0.0248322,-0.24861,-0.120985,-0.0980737,0.208873,-0.287035,-0.56903
2778,1.53261,0.018117,-0.251659,-0.11928,-0.0974401,0.209011,-0.283478,-0.562684
2779,1.52355,0.0162833,-0.246135,-0.121484,-0.0927587,0.207945,-0.281224,-0.56266
2780,1.51221,0.0147448,-0.239904,-0.127846,-0.0859615,0.204681,-0.277333,-0.556459
2781,1.49218,0.0216521,-0.24298,-0.129331,-0.091838,0.209437,-0.271064,-0.551779
2782,1.49643,0.00997578,-0.237312,-0.124078,-0.0914811,0.208049,-0.269618,-0.55047
2783,1.48101,0.0140175,-0.239928,-0.128324,-0.0951013,0.206039,-0.258098,-0.548567
2784,1.47606,0.0279422,-0.239856,-0.135358,-0.0901812,0.208145,-0.260646,-0.546935
2785,1.48112,0.0156881,-0.2411,-0.136538,-0.0875077,0.207552,-0.251902,-0.549778
2786,1.47438,0.0224455,-0.246228,-0.139413,-0.0906231,0.206583,-0.256234,-0.548934
2787,1.48801,0.0273584,-0.249414,-0.141871,-0.0956818,0.208372,-0.251453,-0.547578
2788,1.49437,0.00922807,-0.251296,-0.140362,-0.0977654,0.211861,-0.251326,-0.547095
2789,1.4997,0.0150503,-0.245568,-0.135915,-0.0961215,0.217135,-0.252,-0.560017
2790,1.50676,0.0186005,-0.240218,-0.137133,-0.0984949,0.21239,-0.247513,-0.564752
2791,1.5005,0.0124496,-0.242155,-0.139545,-0.103345,0.214466,-0.240212,-0.568014
2792,1.50774,0.024828,-0.243493,-0.13669,-0.100382,0.213318,-0.235301,-0.569383
2793,1.49857,0.0187343,-0.237833,-0.143077,-0.0979839,0.213168,-0.235757,-0.562657
2794,1.49048,0.0185908,-0.232572,-0.142104,-0.101884,0.210791,-0.231149,-0.5672
2795,1.4857,0.0221502,-0.234029,-0.147724,-0.103891,0.210407,-0.23199,-0.567745
2796,1.49579,0.0342161,-0.227889,-0.147125,-0.103217,0.207607,-0.220205,-0.565411
2797,1.47145,0.00581541,-0.229518,-0.149886,-0.101519,0.208041,-0.220151,-0.564729
2798,1.47384,0.0225218,-0.232402,-0.150654,-0.112183,0.216428,-0.220647,-0.56231
2799,1.49462,0.00856706,-0.239011,-0.148523,-0.111842,0.213568,-0.209454,-0.558393
2800,1.48079,0.0167017,-0.243242,-0.146141,-0.118409,0.216064,-0.212169,-0.559599
2801,1.49562,0.0215188,-0.237667,-0.151722,-0.125864,0.199307,-0.220843,-0.553721
2802,1.48912,0.0198957,-0.238983,-0.142948,-0.12624,0.206047,-0.220939,-0.5548
2803,1.48996,0.0134239,-0.244099,-0.145446,-0.132664,0.20968,-0.209203,-0.554177
2804,1.49527,0.0246938,-0.237297,-0.148852,-0.138282,0.207797,-0.218629,-0.549229
2805,1.50008,0.0291724,-0.232124,-0.154732,-0.133582,0.210455,-0.215123,-0.554925
2806,1.50094,0.012803,-0.23523,-0.154682,-0.133873,0.22083,-0.216527,-0.54717
2807,1.50831,0.0246534,-0.231638,-0.154079,-0.132383,0.217613,-0.21128,-0.545303
2808,1.4923,0.0118538,-0.231818,-0.165832,-0.132426,0.221079,-0.212357,-0.542701
2809,1.50621,0.0155138,-0.23735,-0.158288,-0.137174,0.227269,-0.2113,-0.539221
2810,1.5106,0.00945035,-0.241296,-0.161594,-0.132259,0.234169,-0.212683,-0.537139
2811,1.51914,0.0277235,-0.242001,-0.159366,-0.127656,0.246571,-0.220506,-0.537116
2812,1.53322,0.0148791,-0.248308,-0.160843,-0.128393,0.250615,-0.229815,-0.536507
2813,1.55448,0.0207826,-0.249409,-0.154853,-0.121506,0.257992,-0.235164,-0.53256
2814,1.55148,0.00674232,-0.247299,-0.153566,-0.117269,0.250205,-0.23327,-0.533762
2815,1.53537,0.0325107,-0.247472,-0.157779,-0.11277,0.247649,-0.237861,-0.530039
2816,1.53357,0.00570372,-0.249743,-0.155726,-0.117859,0.255786,-0.232845,-0.534491
2817,1.54645,0.0383165,-0.247896,-0.144151,-0.109912,0.262631,-0.234943,-0.530861
2818,1.53039,0.0137331,-0.240574,-0.151486,-0.111886,0.262678,-0.237981,-0.531927
2819,1.53653,0.0114855,-0.240386,-0.150779,-0.108696,0.262287,-0.233979,-0.533654
2820,1.52978,0.0194378,-0.241621,-0.145844,-0.109865,0.261717,-0.227756,-0.533471
2821,1.52027,0.0145661,-0.243066,-0.14114,-0.108458,0.266203,-0.229495,-0.536378
2822,1.52474,0.0139094,-0.249583,-0.141782,-0.104909,0.273461,-0.234012,-0.537863
2823,1.54161,0.0215691,-0.248116,-0.14318,-0.109635,0.279718,-0.236827,-0.531599
2824,1.54907,0.0073182,-0.244208,-0.136768,-0.106155,0.279167,-0.240454,-0.527784
2825,1.53454,0.0119527,-0.241084,-0.138728,-0.106842,0.27939,-0.249541,-0.530474
2826,1.54606,0.0207172,-0.243157,-0.122317,-0.114443,0.272717,-0.243814,-0.529419
2827,1.52587,0.0141956,-0.237048,-0.111989,-0.115566,0.281563,-0.24521,-0.517976
2828,1.50935,0.0198947,-0.236611,-0.112782,-0.121925,0.277493,-0.247499,-0.522324
2829,1.51863,0.0183987,-0.241109,-0.11947,-0.123628,0.275773,-0.250555,-0.520072
2830,1.53061,0.0199422,-0.238265,-0.121803,-0.117312,0.269737,-0.248168,-0.520726
2831,1.51601,0.0197313,-0.23109,-0.123429,-0.117971,0.271804,-0.248471,-0.527826
2832,1.52059,0.0263441,-0.234017,-0.122917,-0.130889,0.275705,-0.242567,-0.533311
2833,1.53941,0.0392243,-0.230512,-0.117562,-0.130739,0.273767,-0.242691,-0.537948
2834,1.53322,0.0194065,-0.237312,-0.111634,-0.129317,0.280888,-0.247565,-0.545269
2835,1.55198,0.0226449,-0.235935,-0.104685,-0.130898,0.280852,-0.252556,-0.547103
2836,1.55203,0.021091,-0.241319,-0.102629,-0.120353,0.286756,-0.253408,-0.540354
2837,1.54482,0.0269823,-0.238736,-0.103464,-0.121379,0.289035,-0.241824,-0.537596
2838,1.53203,0.0272707,-0.234371,-0.105714,-0.123084,0.28046,-0.231373,-0.535066
2839,1.51007,0.0181152,-0.229315,-0.110998,-0.114408,0.284867,-0.241934,-0.533895
2840,1.51542,0.0183988,-0.226483,-0.110944,-0.118211,0.290569,-0.245313,-0.534169
2841,1.52569,0.0113606,-0.22579,-0.109873,-0.11547,0.278174,-0.253583,-0.538685
2842,1.52157,0.0157223,-0.224108,-0.112252,-0.111394,0.273341,-0.250672,-0.535558
2843,1.50733,0.00405742,-0.219549,-0.114228,-0.109631,0.270488,-0.241117,-0.53275
2844,1.48776,0.0132024,-0.223909,-0.123736,-0.107648,0.273942,-0.243335,-0.530148
2845,1.50272,0.0148523,-0.229815,-0.121343,-0.105384,0.271897,-0.246311,-0.531775
2846,1.50653,0.0124062,-0.23635,-0.115449,-0.101045,0.275691,-0.24525,-0.529776
2847,1.50356,0.0119731,-0.233875,-0.115419,-0.100503,0.267258,-0.246099,-0.523619
2848,1.48677,0.013107,-0.22675,-0.10146,-0.0997421,0.264526,-0.241967,-0.525018
2849,1.45946,0.0295934,-0.228053,-0.094381,-0.096965,0.264401,-0.250133,-0.51851
2850,1.45244,0.0354525,-0.226174,-0.0943897,-0.0892684,0.258698,-0.251226,-0.518813
2851,1.43857,0.0157654,-0.228077,-0.0937274,-0.09517,0.264997,-0.252172,-0.5213
2852,1.45544,0.0281713,-0.216963,-0.0922449,-0.0937963,0.262016,-0.24468,-0.520623
2853,1.43032,0.0172335,-0.217878,-0.0974298,-0.0907926,0.257034,-0.234624,-0.531471
2854,1.42923,0.0166848,-0.220887,-0.0972992,-0.0901541,0.249737,-0.230503,-0.527711
2855,1.41629,0.0156925,-0.213832,-0.0991224,-0.0886157,0.240855,-0.232064,-0.52305
2856,1.39754,0.0137312,-0.212985,-0.100318,-0.0899225,0.235615,-0.235861,-0.521555
2857,1.39626,0.00754089,-0.211153,-0.0978372,-0.0929731,0.242505,-0.241824,-0.524329
2858,1.41062,0.0300808,-0.21134,-0.104367,-0.0854014,0.244135,-0.244034,-0.522698
2859,1.41197,0.0132408,-0.219813,-0.108239,-0.0933506,0.243209,-0.2432,-0.52595
2860,1.43376,0.00210598,-0.221897,-0.104787,-0.101899,0.249097,-0.252699,-0.526928
2861,1.45731,0.00940488,-0.226257,-0.0994422,-0.101388,0.24499,-0.252629,-0.527296
2862,1.452,0.0222696,-0.229946,-0.0931977,-0.101169,0.240724,-0.253709,-0.518991
2863,1.43774,0.0176803,-0.229838,-0.0890506,-0.100981,0.238764,-0.249266,-0.517061
2864,1.42496,0.0182287,-0.228647,-0.0832324,-0.100594,0.241853,-0.24751,-0.512845
2865,1.41468,0.0112536,-0.226236,-0.0840408,-0.109328,0.250113,-0.247944,-0.508497
2866,1.42616,0.011569,-0.230268,-0.0780243,-0.111829,0.247272,-0.247097,-0.511685
2867,1.42617,0.00628837,-0.222203,-0.0851765,-0.111243,0.245104,-0.241201,-0.51408
2868,1.41901,0.0138975,-0.222862,-0.0793522,-0.103647,0.246532,-0.245528,-0.521373
2869,1.41929,0.0153228,-0.219454,-0.0841581,-0.101114,0.239963,-0.243265,-0.522613
2870,1.41057,0.0294771,-0.216911,-0.0896007,-0.103076,0.230727,-0.247476,-0.530253
2871,1.41804,0.0184991,-0.208821,-0.0959419,-0.106262,0.234989,-0.251694,-0.531769
2872,1.42948,0.0206128,-0.206212,-0.0935132,-0.113151,0.237268,-0.250818,-0.537284
2873,1.43825,0.0288783,-0.211244,-0.0984288,-0.121144,0.237226,-0.258728,-0.539205
2874,1.46598,0.0125226,-0.214484,-0.108117,-0.119944,0.240517,-0.265059,-0.544986
2875,1.49311,0.0244448,-0.211446,-0.112671,-0.12273,0.237783,-0.256878,-0.55346
2876,1.49497,0.0171321,-0.214308,-0.112408,-0.112798,0.23818,-0.252222,-0.551305
2877,1.48122,0.0152423,-0.216493,-0.124132,-0.115559,0.243475,-0.251012,-0.549079
2878,1.49975,0.0149862,-0.20902,-0.125828,-0.112851,0.230424,-0.251036,-0.54436
2879,1.47352,0.00962287,-0.209898,-0.129788,-0.115591,0.230231,-0.250363,-0.546857
2880,1.48273,0.0202826,-0.210625,-0.131044,-0.104438,0.230315,-0.255234,-0.539957
2881,1.47161,0.0168232,-0.221175,-0.134542,-0.106767,0.229452,-0.258525,-0.545921
2882,1.49638,0.0232849,-0.222681,-0.136078,-0.107662,0.233324,-0.255502,-0.548559
2883,1.50381,0.0026566,-0.219562,-0.135095,-0.113837,0.238493,-0.252327,-0.553142
2884,1.51245,0.0141904,-0.21517,-0.144592,-0.11933,0.240131,-0.244929,-0.553279
2885,1.51743,0.026313,-0.218439,-0.143333,-0.121166,0.235051,-0.24562,-0.553482
2886,1.51709,0.0183748,-0.230335,-0.136796,-0.126039,0.241035,-0.253704,-0.555177
2887,1.54309,0.0159584,-0.226816,-0.140095,-0.131475,0.241668,-0.248399,-0.561742
2888,1.55019,0.0179549,-0.231626,-0.140395,-0.131731,0.240988,-0.248967,-0.561809
2889,1.55552,0.0239021,-0.235069,-0.142915,-0.125807,0.237288,-0.254744,-0.559649
2890,1.55547,0.0195325,-0.240373,-0.141077,-0.124287,0.229961,-0.251111,-0.564207
2891,1.55102,0.019504,-0.240477,-0.137227,-0.130845,0.227819,-0.256335,-0.568991
2892,1.56169,0.015725,-0.242551,-0.142153,-0.129404,0.226317,-0.252159,-0.566219
2893,1.5588,0.0241404,-0.245914,-0.138413,-0.128321,0.227517,-0.260275,-0.560695
2894,1.56114,0.027092,-0.242543,-0.136558,-0.131616,0.227795,-0.252797,-0.55414
2895,1.54545,0.0177122,-0.24504,-0.137456,-0.127761,0.222073,-0.247208,-0.561325
2896,1.54086,0.0108349,-0.241328,-0.139033,-0.132471,0.223562,-0.247858,-0.564399
2897,1.54865,0.0107196,-0.232231,-0.138761,-0.131112,0.229202,-0.243662,-0.561869
2898,1.53684,0.00722931,-0.229059,-0.144288,-0.128671,0.230747,-0.251792,-0.55519
2899,1.53975,0.0254368,-0.231644,-0.149205,-0.120339,0.235609,-0.247789,-0.557738
2900,1.54232,0.0203261,-0.233766,-0.146368,-0.115241,0.244823,-0.247991,-0.553692
2901,1.54188,0.0145725,-0.241163,-0.1381,-0.123529,0.25268,-0.245153,-0.560691
2902,1.56132,0.0209222,-0.245847,-0.132731,-0.12136,0.252587,-0.237739,-0.570834
2903,1.5611,0.00739524,-0.24409,-0.124941,-0.118451,0.24987,-0.238131,-0.574298
2904,1.54978,0.0243838,-0.246766,-0.125285,-0.118633,0.24566,-0.22788,-0.567354
2905,1.53158,0.0166425,-0.255806,-0.138648,-0.116038,0.247843,-0.224929,-0.55946
2906,1.54272,0.0138148,-0.255463,-0.143797,-0.119756,0.251957,-0.230425,-0.561444
2907,1.56284,0.0101371,-0.26229,-0.14477,-0.126616,0.2449,-0.231983,-0.561559
2908,1.57212,0.0202991,-0.26733,-0.144283,-0.125031,0.24161,-0.233444,-0.553352
2909,1.56505,0.01268,-0.263987,-0.139347,-0.120798,0.245561,-0.229828,-0.559569
2910,1.55909,0.0317046,-0.258972,-0.138678,-0.119344,0.242395,-0.234745,-0.557788
2911,1.55192,0.0172577,-0.263726,-0.139648,-0.109566,0.254251,-0.24716,-0.560569
2912,1.57492,0.0182837,-0.264099,-0.136069,-0.109936,0.252654,-0.244516,-0.55987
2913,1.56714,0.020874,-0.267707,-0.137305,-0.111851,0.254719,-0.232961,-0.563371
2914,1.56791,0.0237157,-0.269051,-0.134236,-0.111454,0.254748,-0.227806,-0.559134
2915,1.55643,0.0111974,-0.263107,-0.142942,-0.10929,0.253382,-0.23059,-0.564646
2916,1.56396,0.0178127,-0.264664,-0.144222,-0.105759,0.254834,-0.235743,-0.561592
2917,1.56681,0.0196183,-0.26805,-0.135302,-0.0979995,0.247765,-0.237229,-0.564487
2918,1.55083,0.0155662,-0.26749,-0.136231,-0.0953415,0.248404,-0.240673,-0.567251
2919,1.55539,0.0203949,-0.270214,-0.137511,-0.0955761,0.241334,-0.237582,-0.579176
2920,1.56139,0.00974464,-0.265583,-0.13199,-0.100294,0.243637,-0.238129,-0.580471
2921,1.5601,0.0142904,-0.25889,-0.124259,-0.0977646,0.248785,-0.228507,-0.583963
2922,1.54217,0.0239828,-0.257947,-0.126442,-0.0966931,0.252586,-0.22438,-0.576122
2923,1.53417,0.0120509,-0.253238,-0.126283,-0.0995686,0.249644,-0.224605,-0.581013
2924,1.53435,0.0213479,-0.253244,-0.129461,-0.099615,0.253653,-0.229561,-0.57953
2925,1.54506,0.0120101,-0.251517,-0.127512,-0.0929196,0.251925,-0.228503,-0.584127
2926,1.5365,0.0214359,-0.244934,-0.124806,-0.0839291,0.256485,-0.224694,-0.596384
2927,1.53123,0.0254795,-0.252286,-0.127505,-0.082071,0.252837,-0.224069,-0.592993
2928,1.53176,0.0378634,-0.254762,-0.13324,-0.0838042,0.252328,-0.226834,-0.593939
2929,1.54491,0.0284862,-0.24616,-0.13767,-0.09184,0.256946,-0.22785,-0.595303
2930,1.55577,0.00851401,-0.242318,-0.140845,-0.0972597,0.257735,-0.226652,-0.595993
2931,1.5608,0.0234717,-0.243346,-0.13905,-0.0996606,0.257423,-0.225733,-0.59555
2932,1.56076,0.0259196,-0.245704,-0.134414,-0.100662,0.257841,-0.2221,-0.599619
2933,1.56034,0.0271516,-0.249859,-0.133665,-0.0996729,0.260567,-0.232992,-0.601332
2934,1.57809,0.00477781,-0.247345,-0.137706,-0.0944601,0.261088,-0.241737,-0.603039
2935,1.58538,0.0231887,-0.244353,-0.143208,-0.0944597,0.264878,-0.247502,-0.596525
2936,1.59092,0.0142304,-0.246971,-0.140234,-0.101488,0.266987,-0.241996,-0.593287
2937,1.59096,0.0177307,-0.250207,-0.144085,-0.0955314,0.262572,-0.236256,-0.596776
2938,1.58543,0.0219357,-0.241616,-0.141506,-0.094421,0.268486,-0.23172,-0.594276
2939,1.57202,0.0173556,-0.241698,-0.14568,-0.0920062,0.272252,-0.227182,-0.586242
2940,1.56506,0.00652696,-0.249297,-0.147416,-0.0954566,0.278675,-0.227815,-0.591161
2941,1.58982,0.0141207,-0.242046,-0.144108,-0.0985841,0.28841,-0.224341,-0.58844
2942,1.58593,0.0234558,-0.244375,-0.146392,-0.10182,0.288028,-0.219711,-0.591543
2943,1.59187,0.0135219,-0.25503,-0.154278,-0.0956193,0.290404,-0.221685,-0.587097
2944,1.60411,0.0191363,-0.261439,-0.156025,-0.101488,0.294949,-0.220681,-0.589145
2945,1.62373,0.0339304,-0.25509,-0.140531,-0.104216,0.293454,-0.216733,-0.591143
2946,1.60117,0.0169262,-0.252933,-0.136775,-0.106886,0.289415,-0.214602,-0.586953
2947,1.58756,0.013097,-0.264265,-0.137448,-0.108492,0.284334,-0.213186,-0.587922
2948,1.59565,0.0177957,-0.258003,-0.131184,-0.115187,0.282451,-0.215972,-0.599323
2949,1.60212,0.0264124,-0.262225,-0.127117,-0.120435,0.28002,-0.21455,-0.597631
2950,1.60198,0.0164796,-0.268808,-0.120909,-0.123444,0.275308,-0.219449,-0.602737
2951,1.61065,0.0110469,-0.268271,-0.124683,-0.121407,0.274978,-0.221969,-0.60002
2952,1.61133,0.0148106,-0.258568,-0.128763,-0.122917,0.279322,-0.220801,-0.598403
2953,1.60877,0.0232203,-0.268985,-0.122977,-0.118195,0.285286,-0.22328,-0.597087
2954,1.61581,0.0011186,-0.262779,-0.121496,-0.119369,0.282291,-0.222767,-0.613268
2955,1.62197,0.0251093,-0.251688,-0.130311,-0.118582,0.285608,-0.224218,-0.616811
2956,1.62722,0.0189071,-0.250414,-0.129125,-0.118158,0.285687,-0.228586,-0.611671
2957,1.62364,0.00958159,-0.259319,-0.127215,-0.114556,0.272855,-0.227227,-0.61549
2958,1.61666,0.0147543,-0.257095,-0.122756,-0.111364,0.266066,-0.220192,-0.617172
2959,1.59464,0.040367,-0.251072,-0.123874,-0.114809,0.258837,-0.217056,-0.617649
2960,1.5833,0.0117255,-0.253707,-0.118001,-0.106877,0.262793,-0.229226,-0.613614
2961,1.58422,0.00940695,-0.25618,-0.106889,-0.100055,0.268269,-0.229645,-0.609406
2962,1.57045,0.0113235,-0.25482,-0.107233,-0.106425,0.275391,-0.221871,-0.609608
2963,1.57535,0.0143542,-0.254495,-0.111869,-0.0940017,0.281485,-0.213232,-0.620246
2964,1.57533,0.0308577,-0.257118,-0.111511,-0.0959896,0.283641,-0.210048,-0.621863
2965,1.58017,0.0157717,-0.267578,-0.121441,-0.090597,0.282978,-0.204576,-0.61764
2966,1.58481,0.0180858,-0.262948,-0.124983,-0.0926192,0.280186,-0.202558,-0.619287
2967,1.58258,0.0195847,-0.267079,-0.129475,-0.101698,0.276197,-0.206309,-0.620668
2968,1.60143,0.0150557,-0.270656,-0.133215,-0.102389,0.278225,-0.207,-0.624866
2969,1.61635,0.00681806,-0.264323,-0.138676,-0.101668,0.273188,-0.208,-0.620153
2970,1.60601,0.0248304,-0.261254,-0.135378,-0.10008,0.271476,-0.210177,-0.619126
2971,1.59749,0.0199426,-0.257779,-0.135619,-0.107087,0.262026,-0.215267,-0.614121
2972,1.5919,0.0093365,-0.263092,-0.12953,-0.104735,0.266795,-0.216525,-0.621967
2973,1.60264,0.00750342,-0.262705,-0.127434,-0.102826,0.268092,-0.215929,-0.615512
2974,1.5925,0.0268359,-0.266404,-0.127518,-0.0992836,0.269733,-0.220947,-0.62041
2975,1.6043,0.0178648,-0.267856,-0.122256,-0.0940716,0.271162,-0.223527,-0.615443
2976,1.59431,0.0133534,-0.269556,-0.130403,-0.0908322,0.26676,-0.229637,-0.617906
2977,1.60509,0.0295949,-0.265129,-0.126884,-0.088623,0.270496,-0.233118,-0.616778
2978,1.60103,0.0138243,-0.277997,-0.131161,-0.093632,0.272203,-0.239211,-0.623423
2979,1.63763,0.0148312,-0.283428,-0.134363,-0.10181,0.277719,-0.23389,-0.630361
2980,1.66157,0.0263212,-0.292203,-0.142107,-0.0953521,0.279018,-0.237186,-0.630583
2981,1.67645,0.0235875,-0.284275,-0.150716,-0.0937372,0.27746,-0.229063,-0.628314
2982,1.66357,0.0204447,-0.296758,-0.152946,-0.0988735,0.283476,-0.233026,-0.627538
2983,1.69262,0.00903021,-0.295251,-0.14498,-0.0940608,0.283113,-0.228075,-0.629498
2984,1.67498,0.0192637,-0.302122,-0.144515,-0.10449,0.285067,-0.222369,-0.625629
2985,1.68419,0.0181695,-0.303401,-0.148392,-0.107187,0.278153,-0.217323,-0.632675
2986,1.68713,0.0250731,-0.297676,-0.150715,-0.10916,0.278552,-0.225627,-0.637032
2987,1.69876,0.0270999,-0.293951,-0.150331,-0.112982,0.27674,-0.223414,-0.639135
2988,1.69655,0.0224971,-0.298456,-0.148407,-0.106321,0.281138,-0.228948,-0.639919
2989,1.70319,0.021077,-0.29714,-0.13934,-0.112725,0.286357,-0.23294,-0.625233
2990,1.69373,0.0083091,-0.299904,-0.141807,-0.116232,0.288908,-0.227317,-0.617852
2991,1.69202,0.0184166,-0.302362,-0.143198,-0.120953,0.290704,-0.227313,-0.606216
2992,1.69075,0.0158222,-0.306997,-0.142939,-0.124005,0.295855,-0.225842,-0.602863
2993,1.6985,0.0228562,-0.304892,-0.135294,-0.120246,0.294461,-0.233424,-0.598507
2994,1.68682,0.0237816,-0.305243,-0.142744,-0.115267,0.288007,-0.241734,-0.60167
2995,1.69467,0.0156342,-0.300386,-0.145137,-0.124913,0.293781,-0.243241,-0.598247
2996,1.70571,0.0220034,-0.290164,-0.142541,-0.122828,0.289301,-0.241912,-0.590499
2997,1.67724,0.00909085,-0.285698,-0.136135,-0.119865,0.296129,-0.237014,-0.590704
